No Of Rooms,Arrival date,Departure date,Room night,Adult,Child,F.Child,T.Pax,Room Type,Country,total rate net,Booking date,Travel Agent,arrival_day,arrival_month,arrival_weekday,booking_day_diff,ADR,Occupancy Rate,RevPAR,Occupancy Rate %,arrival_month_year
1,2025-05-25,2025-06-02,8,2,0,0,2,Deluxe GV,United Arab Emirates,47296.88,2025-05-09,Alls Tours,25,5,6,16,5912.11,1.18%,69.75941003,1.179941003,2025-05
1,2025-05-19,2025-05-29,10,2,0,0,2,Deluxe GV,Germany,57449.46,2025-05-02,Alls Tours,19,5,0,17,5744.946,1.47%,84.73371681,1.474926254,2025-05
1,2025-10-09,2025-10-19,10,2,0,0,2,Deluxe GV,Russia,65115.82,2025-04-09,Alls Tours,9,10,3,183,6511.582,1.47%,96.04103245,1.474926254,2025-10
1,2025-08-23,2025-08-29,6,3,0,0,3,Deluxe GV,Spain,48589.22,2025-03-04,Alls Tours,23,8,5,172,8098.203333,0.88%,71.66551622,0.8849557522,2025-08
1,2025-08-30,2025-09-06,7,2,2,1,5,Deluxe GV,Germany,46586.77,2025-02-01,Alls Tours,30,8,5,210,6655.252857,1.03%,68.71205015,1.032448378,2025-08
1,2025-08-10,2025-08-25,15,2,0,0,2,Deluxe GV,Germany,78679.69,2025-02-20,Alls Tours,10,8,6,171,5245.312667,2.21%,116.0467404,2.212389381,2025-08
1,2025-08-10,2025-08-25,15,2,0,0,2,Deluxe GV,Germany,78679.69,2025-02-20,Alls Tours,10,8,6,171,5245.312667,2.21%,116.0467404,2.212389381,2025-08
2,2025-06-18,2025-06-21,3,4,0,0,4,Deluxe GV,Egypt,22521.15,2025-05-06,Alls Tours,18,6,2,43,7507.05,0.44%,33.2170354,0.4424778761,2025-06
1,2025-05-30,2025-06-02,3,2,2,0,4,Deluxe GV,Egypt,19513.62,2025-05-03,Alls Tours,30,5,4,27,6504.54,0.44%,28.78115044,0.4424778761,2025-05
1,2025-05-30,2025-06-02,3,3,1,0,4,Deluxe GV,Egypt,27326.13,2025-05-03,Alls Tours,30,5,4,27,9108.71,0.44%,40.30402655,0.4424778761,2025-05
1,2025-05-30,2025-06-02,3,2,1,0,3,Deluxe GV,Egypt,19513.62,2025-05-03,Alls Tours,30,5,4,27,6504.54,0.44%,28.78115044,0.4424778761,2025-05
1,2025-05-30,2025-06-02,3,2,1,0,3,Deluxe GV,Egypt,19513.62,2025-05-03,Alls Tours,30,5,4,27,6504.54,0.44%,28.78115044,0.4424778761,2025-05
1,2025-05-30,2025-06-02,3,2,2,0,4,Deluxe GV,Egypt,19513.62,2025-05-03,Alls Tours,30,5,4,27,6504.54,0.44%,28.78115044,0.4424778761,2025-05
1,2025-06-07,2025-06-11,4,4,0,0,4,Deluxe GV,Egypt,38768.8,2025-05-02,Alls Tours,7,6,5,36,9692.2,0.59%,57.18112094,0.5899705015,2025-06
1,2025-06-18,2025-06-21,3,2,0,0,2,Deluxe GV,Egypt,20306.22,2025-04-04,Alls Tours,18,6,2,75,6768.74,0.44%,29.95017699,0.4424778761,2025-06
1,2025-06-18,2025-06-21,3,2,0,0,2,Deluxe GV,Egypt,20306.22,2025-04-04,Alls Tours,18,6,2,75,6768.74,0.44%,29.95017699,0.4424778761,2025-06
1,2025-06-18,2025-06-21,3,3,0,0,3,Deluxe GV,Egypt,29818.11,2025-04-04,Alls Tours,18,6,2,75,9939.37,0.44%,43.97951327,0.4424778761,2025-06
1,2025-06-04,2025-06-07,3,2,1,0,3,Deluxe GV,United Arab Emirates,22375.05,2025-05-06,Alls Tours,4,6,2,29,7458.35,0.44%,33.00154867,0.4424778761,2025-06
1,2025-06-04,2025-06-07,3,1,1,0,2,Deluxe GV,United Arab Emirates,22375.05,2025-05-06,Alls Tours,4,6,2,29,7458.35,0.44%,33.00154867,0.4424778761,2025-06
1,2025-06-04,2025-06-07,3,2,1,0,3,Deluxe GV,United Arab Emirates,22375.05,2025-05-06,Alls Tours,4,6,2,29,7458.35,0.44%,33.00154867,0.4424778761,2025-06
1,2025-06-04,2025-06-07,3,2,0,0,2,Deluxe GV,United Arab Emirates,24975.24,2025-05-06,Alls Tours,4,6,2,29,8325.08,0.44%,36.83663717,0.4424778761,2025-06
1,2025-06-25,2025-06-29,4,2,2,1,5,Deluxe GV,Egypt,34118.48,2025-05-12,Alls Tours,25,6,2,44,8529.62,0.59%,50.32224189,0.5899705015,2025-06
1,2025-06-25,2025-06-29,4,2,0,0,2,Deluxe GV,Egypt,27294.8,2025-05-12,Alls Tours,25,6,2,44,6823.7,0.59%,40.25781711,0.5899705015,2025-06
1,2025-07-06,2025-07-09,3,2,0,0,2,Deluxe GV,United Arab Emirates,26192.94,2025-05-11,Alls Tours,6,7,6,56,8730.98,0.44%,38.63265487,0.4424778761,2025-07
1,2025-06-30,2025-07-03,3,2,1,0,3,Deluxe GV,Saudi Arabia,28228.29,2025-05-04,Alls Tours,30,6,0,57,9409.43,0.44%,41.63464602,0.4424778761,2025-06
1,2025-08-10,2025-08-14,4,4,1,0,5,Deluxe GV,Germany,36650.2,2025-05-10,Alls Tours,10,8,6,92,9162.55,0.59%,54.05634218,0.5899705015,2025-08
4,2025-08-02,2025-08-06,4,8,0,0,8,Deluxe GV,Egypt,34257.52,2025-05-08,Alls Tours,2,8,5,86,8564.38,0.59%,50.52731563,0.5899705015,2025-08
1,2025-08-02,2025-08-06,4,1,0,0,1,Deluxe GV,Egypt,27406.04,2025-05-08,Alls Tours,2,8,5,86,6851.51,0.59%,40.42188791,0.5899705015,2025-08
1,2025-05-31,2025-06-04,4,2,1,0,3,Deluxe GV,Egypt,32788.12,2025-04-07,Alls Tours,31,5,5,54,8197.03,0.59%,48.360059,0.5899705015,2025-05
1,2025-05-21,2025-05-26,5,2,2,1,5,Deluxe GV,Egypt,44495.95,2025-04-08,Alls Tours,21,5,2,43,8899.19,0.74%,65.62824484,0.7374631268,2025-05
2,2025-07-16,2025-07-18,2,4,0,0,4,Deluxe GV,Egypt,17994.51,2025-01-18,Alls Tours,16,7,2,179,8997.255,0.29%,26.54057522,0.2949852507,2025-07
1,2025-06-27,2025-06-30,3,1,2,0,3,Deluxe GV,Egypt,22296.88,2025-02-10,Alls Tours,27,6,4,137,7432.293333,0.44%,32.88625369,0.4424778761,2025-06
1,2025-06-27,2025-06-30,3,2,2,0,4,Deluxe GV,Egypt,27872.62,2025-02-10,Alls Tours,27,6,4,137,9290.873333,0.44%,41.110059,0.4424778761,2025-06
1,2025-05-18,2025-05-22,4,2,1,0,3,Deluxe GV,Egypt,28955.44,2025-04-16,Alls Tours,18,5,6,32,7238.86,0.59%,42.70713864,0.5899705015,2025-05
1,2025-08-05,2025-08-09,4,2,0,0,2,Deluxe GV,Egypt,34158.68,2025-04-12,Alls Tours,5,8,1,115,8539.67,0.59%,50.38153392,0.5899705015,2025-08
1,2025-08-04,2025-08-09,5,2,1,0,3,Deluxe GV,Saudi Arabia,49851.9,2025-04-18,Alls Tours,4,8,0,108,9970.38,0.74%,73.52787611,0.7374631268,2025-08
1,2025-06-16,2025-06-23,7,2,1,0,3,Deluxe GV,Egypt,58229.57,2025-02-14,Alls Tours,16,6,0,122,8318.51,1.03%,85.88432153,1.032448378,2025-06
1,2025-06-25,2025-06-28,3,2,1,0,3,Deluxe GV,Egypt,23076.33,2025-04-21,Alls Tours,25,6,2,65,7692.11,0.44%,34.03588496,0.4424778761,2025-06
1,2025-06-11,2025-06-15,4,2,0,0,2,Deluxe GV,Egypt,28195.52,2025-04-22,Alls Tours,11,6,2,50,7048.88,0.59%,41.58631268,0.5899705015,2025-06
1,2025-09-17,2025-09-18,1,2,1,0,3,Deluxe GV,Egypt,8215.28,2025-04-16,Alls Tours,17,9,2,154,8215.28,0.15%,12.11693215,0.1474926254,2025-09
1,2025-05-24,2025-05-28,4,2,0,0,2,Deluxe GV,Egypt,26785.68,2025-04-15,Alls Tours,24,5,5,39,6696.42,0.59%,39.50690265,0.5899705015,2025-05
1,2025-06-02,2025-06-05,3,2,1,0,3,Deluxe GV,Egypt,21751.26,2025-05-11,Alls Tours,2,6,0,22,7250.42,0.44%,32.08150442,0.4424778761,2025-06
1,2025-07-01,2025-07-06,5,2,0,0,2,Deluxe GV,Egypt,40778.75,2025-04-20,Alls Tours,1,7,1,72,8155.75,0.74%,60.14564897,0.7374631268,2025-07
1,2025-06-11,2025-06-14,3,8,0,0,8,Deluxe GV,Egypt,21675.27,2025-05-11,Alls Tours,11,6,2,31,7225.09,0.44%,31.96942478,0.4424778761,2025-06
1,2025-06-25,2025-06-28,3,4,1,0,5,Deluxe GV,Egypt,24550.32,2025-05-07,Alls Tours,25,6,2,49,8183.44,0.44%,36.2099115,0.4424778761,2025-06
3,2025-05-31,2025-06-04,4,6,0,0,6,Deluxe GV,Egypt,26785.68,2025-04-15,Alls Tours,31,5,5,46,6696.42,0.59%,39.50690265,0.5899705015,2025-05
1,2025-07-10,2025-07-15,5,2,0,0,2,Deluxe GV,Saudi Arabia,49687.6,2025-02-11,Alls Tours,10,7,3,149,9937.52,0.74%,73.28554572,0.7374631268,2025-07
1,2025-07-10,2025-07-14,4,2,0,0,2,Deluxe GV,Saudi Arabia,39750.08,2025-02-11,Alls Tours,10,7,3,149,9937.52,0.59%,58.62843658,0.5899705015,2025-07
3,2025-05-15,2025-05-18,3,6,0,0,6,Deluxe GV,Egypt,28421.04,2025-05-08,Alls Tours,15,5,3,7,9473.68,0.44%,41.91893805,0.4424778761,2025-05
1,2025-05-30,2025-06-04,5,2,1,0,3,Deluxe GV,Egypt,33182.1,2025-05-05,Alls Tours,30,5,4,25,6636.42,0.74%,48.94115044,0.7374631268,2025-05
2,2025-06-11,2025-06-14,3,4,0,0,4,Deluxe GV,Egypt,23472.75,2025-04-26,Alls Tours,11,6,2,46,7824.25,0.44%,34.62057522,0.4424778761,2025-06
1,2025-06-25,2025-06-28,3,2,0,0,2,Deluxe GV,Egypt,23076.33,2025-04-21,Alls Tours,25,6,2,65,7692.11,0.44%,34.03588496,0.4424778761,2025-06
1,2025-07-12,2025-07-17,5,2,1,0,3,Deluxe GV,Egypt,45513,2025-04-11,Alls Tours,12,7,5,92,9102.6,0.74%,67.12831858,0.7374631268,2025-07
1,2025-06-05,2025-06-09,4,2,1,0,3,Deluxe GV,Egypt,32616.68,2025-04-17,Alls Tours,5,6,3,49,8154.17,0.59%,48.10719764,0.5899705015,2025-06
1,2025-06-05,2025-06-09,4,1,1,0,2,Deluxe GV,Egypt,32616.68,2025-04-17,Alls Tours,5,6,3,49,8154.17,0.59%,48.10719764,0.5899705015,2025-06
1,2025-06-14,2025-06-18,4,2,2,0,4,Deluxe GV,Egypt,38805.04,2025-05-10,Alls Tours,14,6,5,35,9701.26,0.59%,57.23457227,0.5899705015,2025-06
1,2025-06-22,2025-06-29,7,2,2,0,4,Deluxe GV,Egypt,64421.77,2025-02-08,Alls Tours,22,6,6,134,9203.11,1.03%,95.01735988,1.032448378,2025-06
1,2025-06-22,2025-06-26,4,2,1,0,3,Deluxe GV,Egypt,32723.52,2025-02-08,Alls Tours,22,6,6,134,8180.88,0.59%,48.26477876,0.5899705015,2025-06
1,2025-05-25,2025-06-04,10,2,0,0,2,Deluxe GV,Armenia,51368.19,2025-05-09,Alls Tours,25,5,6,16,5136.819,1.47%,75.76429204,1.474926254,2025-05
1,2025-08-09,2025-08-16,7,2,0,0,2,Deluxe GV,Germany,39666.31,2025-02-28,Alls Tours,9,8,5,162,5666.615714,1.03%,58.50488201,1.032448378,2025-08
1,2025-07-19,2025-07-26,7,2,2,1,5,Deluxe GV,Germany,56096.03,2025-04-25,Alls Tours,19,7,5,85,8013.718571,1.03%,82.73750737,1.032448378,2025-07
1,2025-06-05,2025-06-07,2,2,0,0,2,Deluxe GV,England,17398.48,2025-04-04,Alls Tours,5,6,3,62,8699.24,0.29%,25.66147493,0.2949852507,2025-06
1,2025-08-17,2025-08-24,7,2,2,0,4,Deluxe GV,Germany,61195.31,2025-01-18,Alls Tours,17,8,6,211,8742.187143,1.03%,90.25856932,1.032448378,2025-08
1,2025-05-27,2025-06-02,6,1,0,0,1,Deluxe GV,Germany,24361.75,2025-05-08,Alls Tours,27,5,1,19,4060.291667,0.88%,35.93178466,0.8849557522,2025-05
1,2025-05-25,2025-06-03,9,2,0,0,2,Deluxe GV,Germany,50954.22,2025-02-06,Alls Tours,25,5,6,108,5661.58,1.33%,75.15371681,1.327433628,2025-05
1,2025-08-04,2025-08-13,9,2,2,0,4,Deluxe GV,Rumania,85347.78,2025-03-21,Alls Tours,4,8,0,136,9483.086667,1.33%,125.8816814,1.327433628,2025-08
1,2025-05-19,2025-05-29,10,2,0,0,2,Deluxe GV,Germany,66608.48,2025-04-28,Alls Tours,19,5,0,21,6660.848,1.47%,98.24259587,1.474926254,2025-05
1,2025-08-17,2025-08-28,11,2,1,0,3,Deluxe GV,Russia,57809.14,2025-03-03,Alls Tours,17,8,6,167,5255.376364,1.62%,85.26421829,1.622418879,2025-08
1,2025-06-13,2025-06-19,6,2,0,0,2,Deluxe GV,Germany,26187.96,2025-01-14,Alls Tours,13,6,4,150,4364.66,0.88%,38.62530973,0.8849557522,2025-06
1,2025-05-15,2025-05-25,10,2,0,0,2,Deluxe GV,Belarus,54803.84,2025-04-14,Alls Tours,15,5,3,31,5480.384,1.47%,80.83162242,1.474926254,2025-05
1,2025-06-03,2025-06-08,5,2,0,0,2,Deluxe GV,Turkey,32953.94,2024-12-19,Alls Tours,3,6,1,166,6590.788,0.74%,48.60463127,0.7374631268,2025-06
1,2025-08-03,2025-08-14,11,1,2,1,4,Deluxe GV,Russia,73891.59,2025-05-10,Alls Tours,3,8,6,85,6717.417273,1.62%,108.984646,1.622418879,2025-08
1,2025-06-21,2025-06-28,7,2,1,0,3,Deluxe GV,Armenia,31116.05,2024-11-26,Alls Tours,21,6,5,207,4445.15,1.03%,45.89387906,1.032448378,2025-06
1,2025-07-22,2025-07-27,5,2,1,0,3,Deluxe GV,Saudi Arabia,45024.65,2025-05-12,Alls Tours,22,7,1,71,9004.93,0.74%,66.40803835,0.7374631268,2025-07
1,2025-06-16,2025-06-27,11,2,1,0,3,Deluxe GV,Germany,53217.96,2024-12-21,Alls Tours,16,6,0,177,4837.996364,1.62%,78.49256637,1.622418879,2025-06
1,2025-08-01,2025-08-05,4,2,0,0,2,Deluxe GV,Egypt,29909.72,2025-02-07,Alls Tours,1,8,4,175,7477.43,0.59%,44.11463127,0.5899705015,2025-08
1,2025-07-06,2025-07-15,9,3,0,0,3,Deluxe GV,Germany,69625.86,2025-02-18,Alls Tours,6,7,6,138,7736.206667,1.33%,102.6930088,1.327433628,2025-07
1,2025-06-01,2025-06-11,10,2,0,0,2,Deluxe GV,Germany,42740.21,2025-01-20,Alls Tours,1,6,6,132,4274.021,1.47%,63.03865782,1.474926254,2025-06
1,2025-05-24,2025-06-05,12,2,0,0,2,Deluxe GV,Germany,65192.94,2025-03-18,Alls Tours,24,5,5,67,5432.745,1.77%,96.15477876,1.769911504,2025-05
1,2025-06-17,2025-06-25,8,2,1,0,3,Deluxe GV,Germany,49647.79,2025-03-19,Alls Tours,17,6,1,90,6205.97375,1.18%,73.22682891,1.179941003,2025-06
1,2025-07-21,2025-08-02,12,2,0,0,2,Deluxe GV,Russia,75862.67,2025-04-29,Alls Tours,21,7,0,83,6321.889167,1.77%,111.8918437,1.769911504,2025-07
1,2025-05-22,2025-06-01,10,2,1,0,3,Deluxe GV,Russia,63218.9,2025-03-31,Alls Tours,22,5,3,52,6321.89,1.47%,93.24321534,1.474926254,2025-05
1,2025-06-09,2025-06-17,8,2,0,0,2,Deluxe GV,Russia,43148.88,2025-02-21,Alls Tours,9,6,0,108,5393.61,1.18%,63.64141593,1.179941003,2025-06
1,2025-06-15,2025-06-24,9,2,1,0,3,Deluxe GV,Germany,46939.69,2025-02-28,Alls Tours,15,6,6,107,5215.521111,1.33%,69.23258112,1.327433628,2025-06
1,2025-05-17,2025-05-27,10,2,1,0,3,Deluxe GV,Russia,63218.9,2025-03-22,Alls Tours,17,5,5,56,6321.89,1.47%,93.24321534,1.474926254,2025-05
1,2025-08-20,2025-09-02,13,2,1,0,3,Deluxe GV,Russia,82184.56,2025-03-29,Alls Tours,20,8,2,144,6321.889231,1.92%,121.2161652,1.91740413,2025-08
1,2025-06-05,2025-06-15,10,2,0,0,2,Deluxe GV,Armenia,58794.43,2025-04-02,Alls Tours,5,6,3,64,5879.443,1.47%,86.71744838,1.474926254,2025-06
1,2025-05-28,2025-06-06,9,2,1,0,3,Deluxe GV,Russia,48283.68,2025-04-23,Alls Tours,28,5,2,35,5364.853333,1.33%,71.21486726,1.327433628,2025-05
1,2025-05-30,2025-06-08,9,2,0,0,2,Deluxe GV,Germany,44090.84,2025-01-21,Alls Tours,30,5,4,129,4898.982222,1.33%,65.03073746,1.327433628,2025-05
1,2025-05-16,2025-05-23,7,2,2,0,4,Deluxe GV,Germany,44170.29,2025-04-06,Alls Tours,16,5,4,40,6310.041429,1.03%,65.14792035,1.032448378,2025-05
1,2025-07-05,2025-07-20,15,2,1,0,3,Deluxe GV,Germany,82884.33,2025-02-23,Alls Tours,5,7,5,132,5525.622,2.21%,122.2482743,2.212389381,2025-07
1,2025-10-14,2025-10-23,9,2,1,0,3,Deluxe GV,Germany,53834.53,2025-04-01,Alls Tours,14,10,1,196,5981.614444,1.33%,79.40196165,1.327433628,2025-10
1,2025-06-06,2025-06-13,7,2,0,0,2,Deluxe GV,Rumania,37617.54,2025-04-24,Alls Tours,6,6,4,43,5373.934286,1.03%,55.48309735,1.032448378,2025-06
1,2025-07-07,2025-07-16,9,2,2,1,5,Deluxe GV,Germany,71730.7,2025-04-23,Alls Tours,7,7,0,75,7970.077778,1.33%,105.7974926,1.327433628,2025-07
1,2025-06-07,2025-06-15,8,3,1,0,4,Deluxe GV,Germany,55099.56,2025-01-14,Alls Tours,7,6,5,144,6887.445,1.18%,81.26778761,1.179941003,2025-06
1,2025-06-03,2025-06-17,14,2,0,0,2,Deluxe GV,Germany,61105.23,2025-01-28,Alls Tours,3,6,1,126,4364.659286,2.06%,90.12570796,2.064896755,2025-06
1,2025-09-17,2025-09-28,11,2,0,0,2,Deluxe GV,Germany,56196.74,2025-02-19,Alls Tours,17,9,2,210,5108.794545,1.62%,82.8860472,1.622418879,2025-09
1,2025-07-09,2025-07-17,8,2,2,0,4,Deluxe GV,Germany,63348.83,2025-01-12,Alls Tours,9,7,2,178,7918.60375,1.18%,93.43485251,1.179941003,2025-07
1,2025-05-25,2025-05-31,6,2,0,0,2,Deluxe GV,Germany,32938.88,2025-05-12,Alls Tours,25,5,6,13,5489.813333,0.88%,48.58241888,0.8849557522,2025-05
1,2025-09-09,2025-09-15,6,2,0,0,2,Deluxe GV,Germany,48575.04,2025-04-25,Alls Tours,9,9,1,137,8095.84,0.88%,71.64460177,0.8849557522,2025-09
1,2025-06-15,2025-06-26,11,2,2,0,4,Deluxe GV,Germany,48011.25,2025-01-11,Alls Tours,15,6,6,155,4364.659091,1.62%,70.8130531,1.622418879,2025-06
1,2025-08-02,2025-08-10,8,2,0,0,2,Deluxe GV,Germany,46823.44,2025-01-22,Alls Tours,2,8,5,192,5852.93,1.18%,69.06112094,1.179941003,2025-08
1,2025-07-31,2025-08-11,11,2,1,0,3,Deluxe GV,Germany,75657.27,2025-03-08,Alls Tours,31,7,3,145,6877.933636,1.62%,111.5888938,1.622418879,2025-07
1,2025-08-31,2025-09-07,7,2,0,0,2,Deluxe GV,Poland,38715.83,2025-02-28,Alls Tours,31,8,6,184,5530.832857,1.03%,57.1029941,1.032448378,2025-08
1,2025-10-23,2025-10-28,5,2,1,0,3,Deluxe GV,France,41751.85,2025-04-17,Alls Tours,23,10,3,189,8350.37,0.74%,61.58089971,0.7374631268,2025-10
1,2025-10-23,2025-10-28,5,1,1,0,2,Deluxe GV,France,37529.1,2025-04-17,Alls Tours,23,10,3,189,7505.82,0.74%,55.35265487,0.7374631268,2025-10
1,2025-06-26,2025-06-30,4,4,1,0,5,Deluxe GV,Germany,27712.96,2025-02-25,Alls Tours,26,6,3,121,6928.24,0.59%,40.87457227,0.5899705015,2025-06
1,2025-05-19,2025-05-25,6,2,1,0,3,Deluxe GV,Germany,33153.73,2025-04-22,Alls Tours,19,5,0,27,5525.621667,0.88%,48.89930678,0.8849557522,2025-05
1,2025-06-20,2025-06-23,3,4,0,0,4,Deluxe GV,Germany,22328.01,2025-04-01,Alls Tours,20,6,4,80,7442.67,0.44%,32.93216814,0.4424778761,2025-06
1,2025-10-11,2025-10-19,8,2,1,0,3,Deluxe GV,Germany,56554.26,2025-04-08,Alls Tours,11,10,5,186,7069.2825,1.18%,83.41336283,1.179941003,2025-10
2,2025-07-29,2025-08-05,7,4,1,0,5,Deluxe GV,France,51415.11,2025-02-16,Alls Tours,29,7,1,163,7345.015714,1.03%,75.83349558,1.032448378,2025-07
1,2025-09-09,2025-09-18,9,3,0,0,3,Deluxe GV,Germany,82818.87,2025-04-07,Alls Tours,9,9,1,155,9202.096667,1.33%,122.1517257,1.327433628,2025-09
1,2025-09-01,2025-09-10,9,3,0,0,3,Deluxe GV,Germany,80336.37,2025-04-21,Alls Tours,1,9,0,133,8926.263333,1.33%,118.4902212,1.327433628,2025-09
1,2025-07-06,2025-07-16,10,3,0,0,3,Deluxe GV,Belarus,87127.15,2025-03-07,Alls Tours,6,7,6,121,8712.715,1.47%,128.5061209,1.474926254,2025-07
1,2025-06-05,2025-06-15,10,2,0,0,2,Deluxe GV,Belarus,47286.79,2025-02-28,Alls Tours,5,6,3,97,4728.679,1.47%,69.74452802,1.474926254,2025-06
1,2025-06-20,2025-06-29,9,2,0,0,2,Deluxe GV,Germany,38466.18,2025-01-13,Alls Tours,20,6,4,158,4274.02,1.33%,56.73477876,1.327433628,2025-06
1,2025-05-25,2025-06-02,8,2,0,0,2,Deluxe GV,Germany,39831.92,2025-05-07,Alls Tours,25,5,6,18,4978.99,1.18%,58.74914454,1.179941003,2025-05
1,2025-07-01,2025-07-13,12,2,0,0,2,Deluxe GV,Germany,80453.86,2025-03-04,Alls Tours,1,7,1,119,6704.488333,1.77%,118.6635103,1.769911504,2025-07
3,2025-07-06,2025-07-09,3,6,0,0,6,Deluxe GV,United Arab Emirates,28272.75,2025-05-11,Alls Tours,6,7,6,56,9424.25,0.44%,41.70022124,0.4424778761,2025-07
1,2025-07-13,2025-07-17,4,2,1,0,3,Deluxe GV,Egypt,37794.76,2025-05-05,Alls Tours,13,7,6,69,9448.69,0.59%,55.74448378,0.5899705015,2025-07
1,2025-06-02,2025-06-09,7,3,1,0,4,Deluxe GV,Czech Republic,56422.78,2025-05-08,Alls Tours,2,6,0,25,8060.397143,1.03%,83.21943953,1.032448378,2025-06
1,2025-07-02,2025-07-13,11,2,0,0,2,Deluxe GV,Germany,76014.23,2025-05-09,Alls Tours,2,7,2,54,6910.384545,1.62%,112.1153835,1.622418879,2025-07
1,2025-07-11,2025-07-18,7,2,0,0,2,Deluxe GV,Peru,49432.53,2025-02-04,Alls Tours,11,7,4,157,7061.79,1.03%,72.90933628,1.032448378,2025-07
1,2025-05-31,2025-06-10,10,1,1,0,2,Deluxe GV,Moldavia,39552.8,2025-01-11,Alls Tours,31,5,5,140,3955.28,1.47%,58.33746313,1.474926254,2025-05
1,2025-08-03,2025-08-10,7,2,0,0,2,Deluxe GV,Germany,36717.19,2025-01-14,Alls Tours,3,8,6,201,5245.312857,1.03%,54.15514749,1.032448378,2025-08
1,2025-06-25,2025-07-02,7,2,0,0,2,Deluxe GV,Germany,44140.81,2025-02-23,Alls Tours,25,6,2,122,6305.83,1.03%,65.10443953,1.032448378,2025-06
1,2025-07-24,2025-07-26,2,2,1,0,3,Deluxe GV,Egypt,20048.02,2025-03-18,Alls Tours,24,7,3,128,10024.01,0.29%,29.56935103,0.2949852507,2025-07
1,2025-05-16,2025-05-23,7,2,0,0,2,Deluxe GV,Germany,30043.47,2024-12-28,Alls Tours,16,5,4,139,4291.924286,1.03%,44.31190265,1.032448378,2025-05
1,2025-07-12,2025-07-21,9,3,0,0,3,Deluxe GV,Germany,69625.86,2024-12-27,Alls Tours,12,7,5,197,7736.206667,1.33%,102.6930088,1.327433628,2025-07
1,2025-06-22,2025-06-28,6,2,2,0,4,Deluxe GV,Germany,43571.76,2025-04-30,Alls Tours,22,6,6,53,7261.96,0.88%,64.26513274,0.8849557522,2025-06
1,2025-07-28,2025-08-01,4,4,1,0,5,Deluxe GV,Germany,37375.12,2025-01-13,Alls Tours,28,7,0,196,9343.78,0.59%,55.12554572,0.5899705015,2025-07
1,2025-06-26,2025-06-29,3,2,1,0,3,Deluxe GV,Egypt,23383.89,2025-04-11,Alls Tours,26,6,3,76,7794.63,0.44%,34.48951327,0.4424778761,2025-06
1,2025-06-21,2025-06-24,3,2,1,0,3,Deluxe GV,Egypt,22203.96,2025-04-28,Alls Tours,21,6,5,54,7401.32,0.44%,32.74920354,0.4424778761,2025-06
1,2025-05-20,2025-05-25,5,1,1,0,2,Deluxe GV,Germany,26455.96,2025-04-05,Alls Tours,20,5,1,45,5291.192,0.74%,39.02058997,0.7374631268,2025-05
1,2025-06-07,2025-06-15,8,2,1,0,3,Deluxe GV,Germany,41926.69,2024-11-25,Alls Tours,7,6,5,194,5240.83625,1.18%,61.83877581,1.179941003,2025-06
1,2025-05-25,2025-05-31,6,2,0,0,2,Deluxe GV,Germany,32946.06,2025-01-28,Alls Tours,25,5,6,117,5491.01,0.88%,48.59300885,0.8849557522,2025-05
1,2025-08-01,2025-08-08,7,2,1,0,3,Deluxe GV,France,48808.86,2025-01-02,Alls Tours,1,8,4,211,6972.694286,1.03%,71.98946903,1.032448378,2025-08
1,2025-08-05,2025-08-12,7,2,1,0,3,Deluxe GV,Germany,52673.01,2025-05-06,Alls Tours,5,8,1,91,7524.715714,1.03%,77.68880531,1.032448378,2025-08
1,2025-05-14,2025-05-24,10,2,2,1,5,Deluxe GV,Germany,65730.7,2025-01-08,Alls Tours,14,5,2,126,6573.07,1.47%,96.9479351,1.474926254,2025-05
1,2025-08-14,2025-08-18,4,2,1,0,3,Deluxe GV,Egypt,32906.08,2025-04-01,Alls Tours,14,8,3,135,8226.52,0.59%,48.5340413,0.5899705015,2025-08
1,2025-08-16,2025-08-20,4,2,0,0,2,Deluxe GV,Germany,36715.4,2025-05-05,Alls Tours,16,8,5,103,9178.85,0.59%,54.15250737,0.5899705015,2025-08
1,2025-07-18,2025-07-23,5,2,1,0,3,Deluxe GV,Saudi Arabia,44180.85,2025-04-18,Alls Tours,18,7,4,91,8836.17,0.74%,65.16349558,0.7374631268,2025-07
1,2025-07-18,2025-07-23,5,2,1,0,3,Deluxe GV,Saudi Arabia,44168.05,2025-04-18,Alls Tours,18,7,4,91,8833.61,0.74%,65.14461652,0.7374631268,2025-07
1,2025-07-18,2025-07-25,7,2,1,0,3,Deluxe GV,United Arab Emirates,65329.22,2025-04-12,Alls Tours,18,7,4,97,9332.745714,1.03%,96.35578171,1.032448378,2025-07
1,2025-07-18,2025-07-25,7,2,0,0,2,Deluxe GV,United Arab Emirates,65329.22,2025-04-12,Alls Tours,18,7,4,97,9332.745714,1.03%,96.35578171,1.032448378,2025-07
1,2025-09-23,2025-09-28,5,2,0,0,2,Deluxe GV,Germany,33522.44,2025-03-17,Alls Tours,23,9,1,190,6704.488,0.74%,49.44312684,0.7374631268,2025-09
1,2025-07-21,2025-07-28,7,1,0,0,1,Deluxe GV,Germany,38058.98,2025-03-24,Alls Tours,21,7,0,119,5436.997143,1.03%,56.13418879,1.032448378,2025-07
1,2025-07-20,2025-07-25,5,2,1,0,3,Deluxe GV,USA,44134.1,2025-03-29,Alls Tours,20,7,6,113,8826.82,0.74%,65.09454277,0.7374631268,2025-07
